Date,Reliance Industries,ONGC,Bharat Petroleum,Indian Oil Corporation,Nifty 50
2018-07-26,2825.0945162481985,685.3830469642876,1168.8916982132828,703.5628751547392,248.45761176781033
2018-07-27,2873.932554054273,680.1124914883054,1193.8385294050538,732.8041122169155,250.92832265965518
2018-07-30,2928.747977153307,691.9185486220725,1189.480320976905,737.4561640789964,251.84497237003671
2018-07-31,3016.7578143778887,698.6648210286285,1171.446506887552,728.1521110578448,252.66706521631676
2018-08-01,3032.9099819027583,704.989487599807,1190.2317298972946,744.3234304439632,252.4379082205265
2018-08-02,2971.8626468921784,701.6163192276114,1207.6643801604473,747.4247814510137,250.1796678190422
2018-08-03,2993.738012686641,703.302935582627,1205.1096632108995,746.7602171001478,252.7627301686695
2018-08-06,3033.546043752812,713.6332114479849,1205.2599083050889,744.987994794829,253.34786594695973
2018-08-07,3012.179391600303,706.4652688682163,1184.5210404472773,738.3422498801508,253.4001633669718
2018-08-08,3097.3913037941384,727.3366556855385,1164.0826627778442,735.0193774228117,254.74731622655105
2018-08-09,3098.0273656441914,712.1574301795757,1169.0420350321936,732.8041122169155,255.2078681218545
2018-08-10,3063.052114176583,713.6332114479849,1207.0633080589685,737.013121178419,254.2912184114729
2018-08-13,3021.0822199297186,700.1406022970377,1141.2399049777746,711.7592702214379,252.65037871088705
2018-08-14,3079.331629909552,700.9838783056277,1132.072661114187,711.9807916717264,254.4158022944597
2018-08-16,3054.4036426681446,693.3942655526463,1137.031941643815,702.2336957499977,253.30226051089605
2018-08-17,3061.9076782797974,687.4912691546805,1134.9280517015566,706.8857476120784,255.2089762101057
2018-08-20,3141.1420353830626,711.3141541709857,1129.9687711719291,702.8982601008635,257.0111187965119
2018-08-21,3172.428603553673,717.6388207421643,1108.3281575748167,698.6893018423699,257.4371895927048
2018-08-23,3229.024863994767,724.806763321933,1075.2661650776697,679.6381528994896,257.7008276876056
2018-08-24,3249.501097476245,736.8236555423065,1072.8616932223113,683.4041189604159,257.13014051102203
2018-08-27,3285.112071198685,742.3050461048949,1086.6875439777045,691.6005140271144,260.1303872236121
2018-08-28,3355.0622345386805,736.1912146203227,1077.670636933028,689.1637273709298,261.1660586485039
2018-08-29,3291.979705365063,746.3106553990743,1087.1384627097157,693.3727363324333,260.12927913536095
2018-08-30,3241.7430446388366,748.2080425028608,1092.0977432393433,683.4041189604159,259.7933111230442
2018-08-31,3158.3116301918403,759.1708236280379,1088.3406986373948,689.1637273709298,259.8756355619414
2018-09-03,3126.516008784055,747.5756015808771,1082.3294272742774,686.726991417755,257.6919195271548
2018-09-04,3159.0747006547717,735.1371035251262,1055.8797782417266,675.429194640996,256.3113936567162
2018-09-05,3121.0471673354396,732.3963760749143,1049.2674347771301,676.9798954960263,255.34692233376853
2018-09-06,3208.548290918067,735.76954444711,1062.792795344145,680.5242894036539,256.68073467989234
2018-09-07,3252.2990225069916,724.806763321933,1072.8616932223113,679.6381528994896,257.842098076022
2018-09-10,3194.4313175562347,711.1033190843793,1034.239256369336,669.226492626895,254.48254831617842
2018-09-11,3148.264026370418,707.5193799634127,1016.0551054610721,667.6758424748748,251.13190671678555
2018-09-12,3185.9101942558955,710.4708781623956,1004.3331446479369,660.5870546596193,252.96520613754873
2018-09-14,3187.563343794635,727.5474907721449,1065.4978491126035,687.834598669198,256.1979341106826
2018-09-17,3118.249242304693,723.9634873133429,1094.0513880874123,693.5942577827219,253.13984953682453
2018-09-18,3095.9921714811544,733.2396520835043,1067.301248866483,676.0937589918619,250.94057681208008
2018-09-19,3079.7129953434064,746.3106553990743,1097.2072688631604,680.3027679533654,249.9493810077802
2018-09-21,3096.882590152184,760.6465405586117,1131.6218341068977,700.6830455979774,247.919189513835
2018-09-24,3133.8926961876086,761.4898809050371,1104.2705310597678,686.5054699674664,244.01011489028352
2018-09-25,3130.204352485832,768.6578234848057,1094.6525519136128,682.9610253568288,246.2360903691596
2018-09-26,3183.111929629927,761.4898809050371,1108.0275756617164,684.2902047615704,245.93238727945104
2018-09-27,3189.0894847204963,741.2509350096985,1118.6976373660834,676.3152804421505,244.23592589409958
2018-09-28,3199.772810796751,747.1539314076643,1124.55857191029,679.416631449201,243.18802204400347
2018-10-01,3133.0022775165785,754.7435441606458,1107.1259216471376,682.0749395556743,244.9200726167167
2018-10-03,3065.3413255653754,765.0738200260038,1135.6794606219462,701.7906528494204,241.5816634425282
2018-10-04,2854.600756469581,726.9149855123258,995.3162376032604,621.5986709727042,235.8192569008097
2018-10-05,2667.8975861465524,620.0281590621088,797.3951096276676,523.0201045039737,229.5273362655666
2018-10-08,2821.915055985987,631.6233811092695,796.1928736999884,553.1474780703144,230.23038567011582
2018-10-09,2772.695652746057,618.3415427070933,773.0495339868185,543.4003821485857,229.1846979965221
2018-10-10,2803.3464986618355,626.5636607198937,797.6956915407678,549.3815627123981,232.72334523586687
2018-10-11,2766.9724544764645,644.9051551736104,836.0175464806427,580.3950727829031,227.70739908547958
2018-10-12,2865.538439366812,663.6683198005398,868.3281300574002,593.2434690086725,232.99923748319262
2018-10-15,2899.1145585214367,675.2635418477006,890.7201525749022,598.3385637713304,233.88918443944257
2018-10-16,2960.289241740116,698.2432151932511,908.0025577438654,600.1107860766493,235.4966511291691
2018-10-17,2928.49362033233,683.4856598605011,857.0569962515546,586.154681193417,232.56649643027197
2018-10-19,2801.311474296409,676.5284880295034,852.2479608161161,589.9205965513333,229.24031968128773
2018-10-22,2702.9998462270387,657.5544883159675,814.9780967097311,574.8569351196679,227.94322633799754
2018-10-23,2682.777969566537,655.2354310389684,810.1690612742926,575.9645423711111,225.75284004648321
2018-10-24,2660.0123548986558,665.144101068949,846.2366894529986,609.4147883947909,227.48712852291945
2018-10-25,2621.984821579324,655.0246602901974,832.5610837917945,620.7125851715499,225.26560712426874
2018-10-26,2657.850152122741,640.056269870841,827.1509762548773,609.8578312953681,223.15419927967747
2018-10-29,2766.9724544764645,653.1272088485755,833.6130746252845,626.6937657353623,228.0678102209843
2018-10-30,2688.6283462466185,644.9051551736104,800.5510821281374,603.8767014345656,226.90088465637803
2018-10-31,2699.43868093575,646.1701013554133,826.8503943417771,613.4022759060057,231.0880677037576
2018-11-01,2686.7205002916803,650.386545736199,851.9474706277376,628.4659373376711,230.95125139556654
2018-11-02,2734.159405784771,663.4575490517689,908.753966664255,656.8211393017029,234.7902557326457
2018-11-05,2773.3315447984996,653.3380439351819,877.0444551889764,621.5986709727042,234.14504418936448
2018-11-06,2808.4338048789855,657.9761584891804,856.9067511573653,608.5287025936365,234.27853623280197
2018-11-07,2825.221694658687,661.9817677833597,867.8773030501108,615.617490408892,235.80035421887763
2018-11-09,2781.3439544568846,659.4518754197541,892.2229704156816,627.5798515365167,235.506667377871
2018-11-12,2747.131943249818,657.9761584891804,875.2411471598185,598.3385637713304,233.21505396552737
2018-11-13,2796.605873108335,659.8735455929668,911.1584385196135,626.4721935820637,235.44659161288
2018-11-14,2792.79035099607,678.8475453065026,949.6306302783994,644.1942138232123,235.30864548921718
2018-11-15,2789.9924259653235,669.7822156229475,967.3638624546521,649.7323007834376,236.2075006059179
2018-11-16,2867.700642142727,659.2411046709832,967.9649345561309,635.1116822523494,237.6647887467772
2018-11-19,2925.1869816596295,651.6514919180017,970.6700800493112,631.5672883447216,239.47138541340874
2018-11-20,2893.1370034308666,645.5376604334294,970.5197432304002,616.0605333094691,237.08632322521467
2018-11-21,2830.817714517791,639.8454347842346,981.6406319420565,627.3583300862281,235.83705149449057
2018-11-22,2805.254174819163,641.9536569746275,962.1040000119242,612.5161394018414,234.20622804260663
2018-11-26,2822.805304859406,618.1307719583223,983.8948587032257,606.7565309913275,236.47224678906986
2018-11-27,2869.7354967105425,616.0225497679294,1008.3907711629857,613.4022759060057,237.74042120172604
2018-11-28,2931.9276072131297,602.1082704437694,962.2542451061134,593.9080840625483,238.7026763481713
2018-11-29,2972.2443519212547,592.8321056736079,987.3513213920739,597.452477970176,241.59167969123013
2018-11-30,2969.8277923243627,591.567159491805,975.0281967527385,596.344820015723,241.9932639097938
2018-12-03,2941.5935060054762,600.8433242619666,973.67571573087,588.3699463993131,242.14900462713754
2018-12-04,2931.0371885420996,616.2333205167004,1002.9806636260686,600.9968718778036,241.83196102397352
2018-12-05,2938.286527737554,605.9030446513424,990.2067119794436,595.0156913139913,239.90523455458055
2018-12-06,2858.16209155848,590.934654231986,976.5310145935179,579.2874148284501,235.8615380721198
2018-12-07,2883.979818280475,587.7723209463967,978.0338324342972,574.8569351196679,237.92064849669904
2018-12-10,2773.2043663880113,578.0745503408579,992.6111838348019,595.2372127642799,233.35410817744142
2018-12-11,2791.772923712162,582.2909947216435,982.091458949346,584.6040310413966,234.70460702899487
2018-12-12,2824.7129810167335,597.470155889771,990.0563751605325,602.9905649304012,238.897352244851
2018-12-13,2815.937500895417,604.2164926341623,1006.5873714091061,608.7502240439251,240.09767254753726
2018-12-14,2829.0372167709525,619.1848830535187,1037.8459641523734,625.8076292311979,240.40693780572235
2018-12-17,2874.059562667151,625.0878794514846,1053.0244793790787,633.1179384967419,242.25133983621805
2018-12-18,2890.5934352210975,622.3472163391081,1061.740804510655,641.3143842664505,242.7041133865426
2018-12-19,2891.610862505005,625.0878794514846,1087.288707803905,646.631000479397,244.00787698656052
2018-12-20,2870.371558560596,626.5636607198937,1115.3914197714244,655.0489169963842,243.66080636451127
2018-12-21,2798.5135492656623,626.141990546681,1126.0613897510693,619.1618843165196,239.26223918780175
2018-12-24,2770.4062715596538,623.6120981830754,1096.906778674782,598.3385637713304,237.24873419928622
2018-12-26,2793.807778279978,618.1307719583223,1101.1146502840197,596.5663414660116,238.72492502207757
2018-12-27,2849.3862718419423,631.2017109360568,1095.854787841292,593.2434690086725,239.83625062913885
2018-12-28,2862.9948711570423,634.5748793082524,1087.7395348111945,612.2946179515527,241.61838244536176
2018-12-31,2852.057188259811,632.0449869446469,1090.2943434854637,607.1995738919047,241.67732839488093
2019-01-02,2814.284181559067,620.0281590621088,1075.86732890387,608.0856596930591,240.1188131331923
2019-01-03,2779.563456710046,600.4216540887538,1059.4865777494858,587.7053820484473,237.44341009596587
2019-01-04,2794.5708487429088,614.3359334129138,1080.3757824262084,593.465041161971,238.66930333731196
2019-01-07,2810.087124215336,623.4013274343044,1068.6537298883516,591.2497759560749,239.65826123788884
2019-01-08,2809.832767394359,621.7147110792889,1057.8335148145172,593.6865626122596,240.33352152727585
2019-01-09,2825.3488730691756,612.6493813957337,1022.0663768241897,584.8255524916854,241.51270124430707
