Date,Adj Close,Close,High,Low,Open,Volume,Daily Return,MA20,MA50,30D Volatility,Cumulative Return,Cumulative Return %,Running Maximum,Drawdown,RSI,MACD,MACD Signal,MACD Histogram,BB Middle,BB Upper,BB Lower,Support 20D,Resistance 20D
2000-01-03,6.687884330749512,23.716665267944336,23.822221755981445,22.77777671813965,22.77777671813965,86400,,,,,,,23.716665267944336,0.0,,0.0,0.0,0.0,,,,,
2000-01-04,6.4716901779174805,22.950000762939453,23.299999237060547,22.333332061767578,22.388887405395508,161100,-3.232598244075713,,,,-0.03232598244075713,-3.232598244075713,23.716665267944336,-3.232598244075712,,-0.061158422051672545,-0.012231684410334509,-0.048926737641338036,,,,,
2000-01-05,6.990241527557373,24.788888931274414,24.788888931274414,22.27777671813965,22.333332061767578,243000,8.01258434511456,,,,0.045209714401935885,4.5209714401935885,24.788888931274414,0.0,,0.03831433104626569,-0.002122481319014469,0.04043681236528016,,,,,
2000-01-06,6.871177673339844,24.366666793823242,26.100000381469727,24.177776336669922,26.0,320400,-1.703271730418232,,,,0.027406952812942587,2.7406952812942587,24.788888931274414,-1.7032717304182345,,0.08213065563063893,0.01472814607091621,0.06740250955972271,,,,,
2000-01-07,6.759948253631592,23.97222137451172,24.77777671813965,23.66666603088379,24.77777671813965,102600,-1.6187910420784823,,,,0.010775381095115222,1.0775381095115222,24.788888931274414,-3.294490362302454,,0.08405799152082949,0.028594115160898867,0.05546387635993062,,,,,
2000-01-10,6.564122200012207,23.27777671813965,24.22222137451172,22.77777671813965,22.77777671813965,360000,-2.896872365405545,,,,-0.01850549159615178,-1.850549159615178,24.788888931274414,-6.095925546821506,,0.02921279216271344,0.028717850561261783,0.000494941601451658,,,,,
2000-01-11,6.112934112548828,21.677776336669922,23.333332061767578,21.55555534362793,23.333332061767578,262800,-6.873510304886188,,,,-0.08596861777318232,-8.596861777318232,24.788888931274414,-12.550431781068728,,-0.14172536075262698,-0.00537079170151597,-0.136354569051111,,,,,
2000-01-12,6.335397243499756,22.466665267944336,23.311111450195312,22.22222137451172,22.7722225189209,150300,3.6391598428845207,,,,-0.05270555475982164,-5.270555475982164,24.788888931274414,-9.36800221166948,,-0.2111048494507024,-0.04651760325135326,-0.16458724619934914,,,,,
2000-01-13,6.230433464050293,22.094444274902344,22.549999237060547,22.0,22.44444465637207,405000,-1.6567701018498804,,,,-0.06840004590504556,-6.840004590504556,24.788888931274414,-10.869566053735781,,-0.2927490881952721,-0.09576390024013703,-0.1969851879551351,,,,,
2000-01-14,6.091005325317383,21.600000381469727,21.888887405395508,21.455554962158203,21.566665649414062,293400,-2.2378652627813245,,,,-0.08924799766582336,-8.924799766582336,24.788888931274414,-12.864185073585485,,-0.392822017876437,-0.15517552376739704,-0.23764649410903996,,,,,
2000-01-17,6.10980224609375,21.66666603088379,21.72222137451172,21.47222137451172,21.66666603088379,229500,0.30863726035510464,,,,-0.08643707763718989,-8.64370776371899,24.788888931274414,-12.595251481608496,,-0.4614320731676642,-0.2164268336474505,-0.24500523952021372,,,,,
2000-01-18,5.8403449058532715,20.711111068725586,21.549999237060547,20.577777862548828,21.549999237060547,335700,-4.410253800913111,,,,-0.12672752114442865,-12.672752114442865,24.788888931274414,-16.450022725319407,,-0.5861545114948647,-0.2903723692169333,-0.2957821422779314,,,,,
2000-01-19,6.020504951477051,21.350000381469727,21.55555534362793,21.22222137451172,21.22222137451172,446400,3.084766001322281,,,,-0.09978910861778767,-9.978910861778767,24.788888931274414,-13.872701432237575,,-0.6262261688657027,-0.3575431291466872,-0.2686830397190155,,,,,
2000-01-20,6.028339862823486,21.377777099609375,21.605554580688477,21.333332061767578,21.333332061767578,162900,0.13010172198291148,,,,-0.09861791874662174,-9.861791874662174,24.788888931274414,-13.760648333703559,,-0.6482690548873755,-0.4156883142948249,-0.23258074059255063,,,,,
2000-01-21,5.9766411781311035,21.19444465637207,21.55555534362793,20.55555534362793,20.55555534362793,142200,-0.8575842211426821,,,,-0.10634802924765818,-10.634802924765818,24.788888931274414,-14.500223406009471,36.35817253135504,-0.6727762510328326,-0.4671059016424265,-0.20567034939040607,,,,,
2000-01-24,6.011107921600342,21.316665649414062,21.388887405395508,20.77777671813965,21.11111068725586,165600,0.5766652300806863,,,,-0.10119464905439857,-10.119464905439857,24.788888931274414,-14.00717592259526,40.503859721961625,-0.6745602571031846,-0.5085967727345782,-0.16596348436860642,,,,,
2000-01-25,5.931209087371826,21.03333282470703,21.333332061767578,20.77777671813965,20.91666603088379,158400,-1.3291610862922187,,,,-0.11314122002067972,-11.314122002067972,24.788888931274414,-15.150159077235848,23.34382526267052,-0.6908727349742136,-0.5450519651825053,-0.14582076979170833,,,,,
2000-01-26,5.931209087371826,21.03333282470703,21.03333282470703,21.03333282470703,21.03333282470703,0,0.0,,,,-0.11314122002067972,-11.314122002067972,24.788888931274414,-15.150159077235848,24.832190795429312,-0.6957799727936873,-0.5751975667047418,-0.12058240608894555,,,,,
2000-01-27,6.4058918952941895,22.716665267944336,22.716665267944336,21.22222137451172,21.433332443237305,193500,8.003165533804335,,,,-0.04216444380785711,-4.2164443807857115,24.788888931274414,-8.35948585301739,42.06459632899896,-0.5574126283450767,-0.5716405790328087,0.014227950687732083,,,,,
2000-01-28,6.4356584548950195,22.822221755981445,23.322221755981445,21.888887405395508,23.0,202500,0.46466541982312926,22.30666618347168,,,-0.03771371319946171,-3.7713713199461707,24.788888931274414,-7.933664073228234,46.88922752315086,-0.43423242349667746,-0.5441589479255825,0.10992652442890505,22.30666618347168,24.739636499820527,19.873695867122834,20.55555534362793,26.100000381469727
2000-01-31,6.570387840270996,23.299999237060547,23.888887405395508,22.833332061767578,23.888887405395508,521100,2.09347488683429,22.28583288192749,,,-0.01756849144584227,-1.7568491445842271,24.788888931274414,-6.006278451372779,63.082457233812285,-0.2946618950137392,-0.4942595373432139,0.1995976423294747,22.28583288192749,24.674702655170332,19.89696310868465,20.55555534362793,26.100000381469727
